DRIVER,CUSTID,LOCATION,CLUB_NAME,STARTS,WINS,AVG_START_POS,AVG_FINISH_POS,AVG_POINTS,TOP25PCNT,LAPS,LAPSLEAD,AVG_INC,CLASS,IRATING,TTRATING,TOT_CLUBPOINTS,CHAMPPOINTS
"Chris Cahoe","41628","US","Indiana",41,3,6,7,59,10,2249,178,3.05,"A 3.34",2045,1881,183,2439
"Dick Hogstrom","22094","SE","Scandinavia",155,12,7,8,71,35,2670,207,4.16,"A 3.30",2045,1387,473,11038
"Harry Jacks","94676","GB","UK and I",10,4,2,2,87,8,214,75,.6,"B 2.80",2045,1385,11,874
"Indrek Tunnel","56634","FI","Finland",112,4,8,7,57,17,1702,71,4.62,"A 2.07",2045,1419,176,6336
"Kyle Tasker","55770","CA","Canada",249,15,7,7,57,50,4007,182,7.22,"B 2.28",2045,1612,500,14259
"Toni Kurki","39144","FI","Scandinavia",43,0,5,5,59,7,678,9,4.67,"C 2.56",2045,1272,0,2534
"Cedric D Miller","41252","US","Indiana",33,0,8,7,64,3,534,0,2.88,"C 4.77",2045,1372,82,2122
"Stephen Bair","21863","US","West",74,8,8,7,63,16,1155,108,4.89,"A 2.29",2045,1329,194,4660
"Daniel Ruiz Pastor","234670","ES","Iberia",194,8,9,9,42,40,2749,52,4.73,"A 4.20",2044,1262,774,8172
"Lance Bergstein","48656","US","New York",989,169,6,8,38,308,8630,2499,5.64,"C 2.11",2044,1332,827,38069
"Gavin Wilson","17549","GB","UK and I",32,4,6,5,67,13,638,58,4.13,"C 4.99",2044,1340,110,2130
"Carlos Moran","217589","ES","Iberia",43,5,5,7,59,16,497,58,3.3,"B 3.53",2044,1236,88,2539
"Lennart Krausz","55216","DE","DE-AT-CH",17,4,6,4,72,10,300,49,5.53,"C 2.88",2044,1308,52,1229
"Anderson Amado","59811","BR","Brazil",85,1,10,7,58,18,1439,27,5.08,"A 2.41",2044,1381,157,4959
"Debra McMellan","214965","AU","Australia/NZ",71,14,5,6,50,31,779,199,6.72,"D 3.50",2044,1350,120,3572
"Martin Fernandez Valdivia","177618","ES","Iberia",137,12,5,6,49,38,1672,162,6.93,"D 2.79",2044,1350,0,6734
"Rob Spoel","156580","CH","Benelux",103,5,9,9,55,16,1447,56,4.38,"B 3.45",2044,1350,332,5697
"Edward Keiser","140774","US","Indiana",150,3,6,7,44,23,2339,29,4.73,"A 3.40",2044,1675,302,6538
"Shunya Hosoda","155077","JP","Asia",120,14,6,7,60,38,1344,190,4.91,"B 2.51",2044,1350,147,7171
"Mickael Hechinger","99840","FR","France",53,2,5,7,55,18,863,70,5.11,"A 3.49",2044,1302,219,2894
"Aldeony Pinheiro","100616","BR","Brazil",237,21,7,7,46,58,3007,353,7.18,"C 2.25",2044,1024,365,11018
"Quinton Rethus","77000","AU","Australia/NZ",76,3,6,8,56,22,1452,110,7.57,"B 2.08",2044,1296,233,4247
"Quinn Johnston","45751","US","Illinois",39,3,9,7,60,10,531,33,6.49,"A 2.44",2044,1291,108,2323
"Mathew Newcombe2","29855","CA","Canada",159,15,7,7,67,43,2491,258,4.89,"B 2.53",2044,1576,256,10599
"Jorma Stenman","28304","FI","Finland",940,51,7,6,56,133,16027,589,2.76,"A 4.50",2044,1619,1971,52989
"Koyoshi Kelley","235649","GB","UK and I",244,61,5,5,43,32,4575,261,4.61,"A 4.12",2043,1194,312,10585
"Jason Adams","38979","US","Texas",70,8,8,9,50,16,1060,80,5.71,"A 2.86",2043,1303,340,3530
"Peer Rafelt","54347","DE","DE-AT-CH",27,4,6,4,68,8,413,25,2.74,"B 4.08",2043,1335,39,1835
"Marian Muntau","193604","DE","DE-AT-CH",117,2,8,10,52,28,2094,40,5.36,"A 1.35",2043,1350,691,6133
"Allal Ammari","182845","FR","France",630,8,10,10,53,100,8851,104,5.79,"A 3.27",2043,1350,1992,33497
"Zachary Hiller","181154","US","New York",225,24,6,7,36,61,2948,514,6.3,"A 3.43",2043,1147,628,8173
"Aurélien Hamart","163786","FR","France",136,11,7,7,46,34,1735,188,6.37,"B 2.78",2043,1264,524,6227
"Hugo Haggie","166780","US","Virginias",400,11,8,8,50,79,6536,204,4.6,"A 2.14",2043,1293,932,19949
"Rene Reiterer","125718","AT","DE-AT-CH",128,16,7,8,51,36,1638,138,4.79,"A 3.26",2043,1322,485,6562
"Michael Danziger2","130428","US","New England",115,4,10,7,57,14,1861,32,4.78,"B 3.37",2043,1350,179,6532
"Joshua Filyaw","126648","US","Carolina",165,11,7,6,51,34,2881,113,6.14,"C 1.59",2043,1350,379,8400
"Antoine Rubiloni","92772","FR","France",56,2,10,9,57,11,1148,40,4.13,"A 3.80",2043,1269,183,3186
"Carlo Ardizzi","20752","CA","Canada",3319,56,10,7,71,481,76861,734,3.03,"A 3.16",2043,1239,9516,234127
"Andreas Schulz","53422","DE","DE-AT-CH",45,2,9,7,57,15,763,35,2.76,"A 2.51",2043,1462,158,2578
"Matthew Hilton","34684","US","Carolina",126,12,9,8,50,31,1523,98,3.58,"B 4.46",2043,1394,122,6295
"Sam Blease2","284513","GB","UK and I",61,5,6,7,56,18,982,65,3.85,"B 3.84",2043,1291,250,3403
"Alexander Stock","249050","AT","DE-AT-CH",151,11,8,9,47,37,2193,163,6.45,"B 3.48",2042,1292,770,7022
"Halston Pitman","69396","US","Georgia",63,3,6,6,52,15,1225,80,7.27,"C 3.50",2042,1350,104,3262
"Tuomas Välimaa","147785","FI","Finland",99,0,10,10,54,7,2118,41,5.89,"A 3.83",2042,1186,232,5315
"David Baildon","242561","AU","Australia/NZ",429,18,7,7,38,52,6060,223,4.36,"A 4.39",2042,1450,515,16389
"Edward Gorman","242681","US","Texas",74,3,6,6,58,20,1333,68,4.65,"A 3.52",2042,1290,291,4281
"Yuusuke Tanaka","116798","JP","International Club",44,8,4,6,60,14,508,127,3.73,"B 2.55",2042,1407,48,2655
"Rob Leete","97582","AU","Australia/NZ",128,8,10,10,60,25,3440,195,6.3,"B 3.10",2042,1242,522,7705
"David Strathern","95817","NZ","Australia/NZ",241,4,10,9,46,34,5541,100,4.93,"A 3.17",2042,1152,747,11038
"Henrik W Nielsen","88722","DK","Scandinavia",461,10,8,8,50,64,10624,326,3.98,"A 4.70",2042,1245,904,23163
"Sylwiusz Piech","59189","PL","Central-Eastern Europe",337,22,10,8,64,49,7380,102,5.19,"A 3.84",2042,1305,734,21623
"Joshua B Gerrald","41040","US","Carolina",111,12,9,7,36,27,1626,230,6.41,"B 3.66",2042,1160,152,3990
"Danilo Ferrigno2","37486","IT","Italy",14,4,2,4,82,7,197,70,3.5,"D 3.60",2042,1295,0,1143
"Michael B Thompson","46615","US","West",50,3,6,7,56,9,1090,37,4.31,"A 4.75",2042,1459,217,2855
"Ian Pretorius","68472","NZ","Australia/NZ",63,5,5,6,53,15,948,96,3.07,"A 4.69",2042,1476,207,3320
"Enrico Weichhold","243787","DE","DE-AT-CH",95,7,9,9,51,29,1411,57,5.64,"A 4.99",2042,1364,573,4851
"Viktor Nagy4","239959","HU","Central-Eastern Europe",41,3,10,9,62,9,768,32,3.61,"B 4.64",2041,1782,172,2558
"Jake Hobbs","210262","US","Mid-South",96,5,8,8,55,16,1636,62,2.39,"A 4.99",2041,1210,347,5280
"Anssi Vuori","192487","FI","Finland",520,11,10,9,44,55,8730,142,4.88,"A 3.71",2041,1196,1272,22649
"Regis Baril","16254","FR","France",19,2,6,6,71,4,291,38,6.68,"C 2.20",2041,1389,28,1342
"Mikko Puumalainen","55148","FI","Finland",10,6,2,2,89,9,173,121,2.4,"A 4.43",2041,2167,21,887
"Richard McLay","179449","GB","UK and I",243,4,12,9,57,32,4876,92,3.85,"A 4.57",2041,1350,897,14129
"Andreas Rau","186910","DE","DE-AT-CH",117,4,10,10,55,21,2011,70,5.03,"B 2.46",2041,1468,457,6438
"Samuel Pellicer","161618","ES","Iberia",183,9,8,9,56,42,2890,142,5.3,"A 3.49",2041,1595,755,10315
"Gilles Leblanc3","242569","NL","Canada",353,40,8,8,40,71,4873,310,4.72,"A 1.51",2041,982,916,14205
"Alexandre D Charron","282386","CA","Canada",47,2,9,8,56,11,618,14,2.91,"A 3.83",2041,1350,189,2614
"Hayato Kato26","123599","JP","Asia",294,43,5,6,52,95,3062,626,5.09,"B 2.19",2041,1326,99,15402
"AJ Smith","106698","AU","Australia/NZ",57,7,7,7,49,15,982,138,6.91,"A 2.69",2041,1390,166,2784
"James Montgomery","80259","GB","UK and I",19,6,7,4,68,10,380,129,11.47,"D 2.62",2041,1350,0,1292
"Matthew K Johnson","81050","CA","Canada",109,3,5,6,52,11,1861,76,3.53,"B 3.60",2041,1412,153,5697
"Toni Muntaner","90626","ES","Iberia",34,4,5,5,68,10,633,94,5.09,"B 3.70",2041,1558,69,2296
"Staffan Eriksson","41650","SE","Scandinavia",54,4,7,7,56,10,924,57,5.13,"B 4.03",2041,1507,162,3048
"Robert Dendy","18795","CA","Canada",201,10,10,8,51,36,3436,176,4.81,"A 3.15",2041,1349,464,10320
"Andrèa Noto","238558","IT","Italy",22,3,7,7,71,5,324,42,1.73,"B 4.66",2040,1350,73,1563
"Patrice Tardieu","27549","FR","France",58,0,10,8,58,13,1234,9,3.53,"A 4.71",2040,1421,245,3356
"David Levine2","276506","US","Florida",116,13,5,7,47,22,1640,200,7.56,"C 1.24",2040,1404,27,5453
"Mitch Carr","255320","CA","Canada",397,15,10,9,42,78,6413,243,6.99,"A 1.32",2040,1345,1520,16790
"Kazuya Ogata","250385","JP","Asia",87,7,5,5,51,19,1169,59,3.25,"A 4.99",2040,1331,66,4434
"Christian Friis Arp","170394","DK","Scandinavia",59,6,8,7,58,17,766,86,6.25,"D 2.56",2040,1270,51,3400
"Luis Mesa","178823","ES","Iberia",28,3,7,6,65,11,465,50,4.93,"C 4.37",2040,1350,79,1813
"Tom Shane","143807","CZ","Central-Eastern Europe",71,4,6,8,55,13,1118,63,3.58,"A 2.88",2040,1581,173,3875
"Alexey Danilov","97307","RU","Central-Eastern Europe",74,8,4,7,52,25,1195,191,5.55,"B 2.38",2040,1273,87,3834
"Ralf Eiden","99560","DE","DE-AT-CH",41,2,7,6,59,9,770,31,4.44,"D 4.93",2040,1394,27,2408
"Robert Cori","75538","AU","Australia/NZ",674,114,6,8,57,232,10267,2243,6.61,"A 3.56",2040,1410,3136,38113
"Nathan Brown3","76695","AU","Australia/NZ",100,11,4,6,49,24,1357,254,8.9,"D 2.31",2040,1350,0,4938
"Ryan Luza","46281","US","Texas",95,14,7,8,50,32,1179,178,8.15,"C 2.62",2040,1350,127,4736
"Alexander James","46489","GB","UK and I",30,3,7,6,67,8,519,56,5.53,"B 2.26",2040,1363,41,2007
"Alfons Kahlert","22989","DE","DE-AT-CH",492,21,9,8,78,107,11373,319,2.6,"A 4.66",2040,1508,1718,38241
"Oscar Gonzalez Garcia","237474","ES","Iberia",73,7,6,8,51,18,1063,147,5.01,"C 4.66",2039,1817,175,3707
"Chris Laker","36157","GB","UK and I",321,5,10,8,56,39,6817,84,4.23,"A 3.07",2039,1306,844,18003
"Gary Dumont","22886","FR","France",10,1,6,4,79,5,205,17,3.6,"D 3.98",2039,1600,42,786
"Filip Galevski","256312","MK","Central-Eastern Europe",161,18,10,10,60,44,2704,279,5.8,"B 3.62",2039,1350,667,9699
"Pedro Carvalho2","247389","BE","Benelux",102,8,9,9,56,23,1509,129,6.51,"B 1.18",2039,1309,372,5745
"David H Leisegang","187911","ZA","International Club",177,9,6,8,57,42,3048,158,4.44,"A 3.16",2039,1483,625,10001
"Joao Aguirre","163859","BR","Brazil",144,11,6,7,47,31,1987,167,5.93,"B 2.46",2039,1223,365,6698
"Bruno Lambrecht","260459","BE","Benelux",152,12,8,8,53,34,1993,124,5.15,"C 3.40",2039,1350,260,8126
"Steven Maris","108238","BE","Benelux",58,7,7,7,54,16,707,87,6.02,"B 4.56",2039,1310,160,3156
"Alexander Burkin","117452","RU","Central-Eastern Europe",55,5,5,6,58,13,615,65,7.11,"D 2.55",2039,1394,0,3214
"Jordan Ward","84864","US","Great Plains",66,1,8,8,59,17,1200,35,5.06,"A 3.44",2039,1350,154,3887
"Andrew Marshall","85183","GB","UK and I",29,3,6,6,63,9,416,31,4.03,"C 3.55",2039,1350,67,1827
"Richard Davis3","44531","US","Pennsylvania",109,3,7,8,55,22,2222,65,3.61,"A 4.58",2039,1256,376,6033
"Ross Spoonire","46273","US","Indiana",45,1,6,6,66,10,640,13,3.18,"C 4.61",2039,1374,60,2981
"Joshua S Lewis","212984","US","New England",139,10,7,8,46,37,2165,157,5.8,"A 2.25",2039,1391,570,6413
"Martin Hallinan","235611","AU","Australia/NZ",497,7,9,9,57,70,8807,106,4.14,"A 2.49",2038,1247,1738,28431
"Guillaume Pelletier","226273","FR","France",72,3,8,8,55,23,1128,63,5.96,"B 1.36",2038,1279,397,3938
"Víctor Cutillas","195197","ES","Iberia",210,12,6,7,50,34,2743,160,6.65,"D 4.62",2038,1350,0,10557
"Barbaros Şensoy","197916","TR","International Club",333,5,10,11,41,42,5409,64,5.91,"A 4.13",2038,1228,1184,13671
"Borja Gil","179872","ES","Iberia",88,13,4,5,46,22,992,91,5.52,"C 3.55",2038,1350,71,4055
"James Ayre","32405","GB","UK and I",19,4,4,4,63,6,201,25,5.89,"D 3.58",2038,1373,10,1199
"Ashley Higham","142454","GB","UK and I",572,72,8,8,61,134,8327,536,6.2,"A 2.28",2038,1345,1391,35053
"Christian Paolini","107454","SM","Italy",97,10,6,7,50,19,1667,91,4.29,"A 3.82",2038,1369,333,4820
"Corey Melton","21618","US","Carolina",23,4,3,5,71,11,353,64,2.26,"A 2.41",2038,2096,85,1626
"Claudio Costarelli","52476","CH","DE-AT-CH",262,11,9,8,64,53,3792,111,7.29,"B 2.10",2038,1344,686,16840
"Jose Hoyos","178647","ES","Iberia",49,2,5,8,54,14,734,57,5.67,"A 3.47",2038,1350,198,2629
"Ross Yost","282802","US","Mid-South",30,4,5,5,57,10,409,46,3.63,"C 4.65",2037,1330,64,1698
"Michael Manuel","23105","US","Indiana",112,1,6,8,48,26,4895,155,3.29,"A 3.05",2037,1063,465,5329
"Gonzalo Cortes2","280869","ES","Iberia",66,9,6,6,52,11,1176,21,4.5,"A 3.47",2037,1350,124,3427
"Francisco Ramirez Muñoz","280690","ES","Iberia",28,8,4,6,61,15,333,85,3.64,"D 4.52",2037,1350,71,1708
"Kevan Bingel","60450","US","Mid-South",29,3,6,6,62,9,448,36,7.34,"D 2.58",2037,1350,0,1803
"Ryan Cobb","26750","US","Florida",224,12,10,8,55,44,5464,89,6.33,"A 4.55",2037,1326,780,12222
"Jan Tore Kyrdalen","196190","NO","Scandinavia",111,4,9,10,60,19,1457,31,3.52,"A 2.99",2037,1419,433,6622
"Rune Oterhals","172108","NO","Scandinavia",27,5,4,6,68,8,368,74,3.63,"D 3.86",2037,1350,0,1844
"Oscar Dominguez Perez","173353","ES","Iberia",91,11,6,6,55,21,1184,146,6.99,"D 3.48",2037,1350,51,5011
"Andres Norte","180533","ES","Iberia",568,18,8,7,47,58,8461,143,4.38,"A 2.18",2037,1258,599,26717
"Patrick Kowalski","181990","DE","DE-AT-CH",73,5,9,9,58,15,1115,47,7.96,"A 2.55",2037,1363,194,4226
"Christan Hinton","169342","AU","Australia/NZ",235,14,7,7,44,46,3759,192,6.44,"B 4.33",2037,1348,553,10344
"Jorge de León","144446","ES","Iberia",531,40,9,9,53,110,7886,447,6.11,"B 2.32",2037,1502,1620,28211
"Matthias Bädicker","153870","DE","DE-AT-CH",95,0,8,8,60,20,1419,15,3.06,"B 4.12",2037,1291,258,5682
"Ryan Williams3","125903","GB","UK and I",685,17,8,9,55,106,10590,251,5.19,"C 2.66",2037,1667,2204,37389
"Robert Vesely","103503","CZ","Central-Eastern Europe",681,16,10,10,54,124,10672,241,6.87,"C 2.56",2037,1405,2414,36643
"Elliott Budzinski","139903","US","Michigan",94,13,6,8,37,26,1243,157,4.88,"B 4.99",2037,1271,267,3469
"Felipe Scarel","56931","BR","Brazil",147,11,5,7,55,37,2667,218,6.92,"B 2.69",2037,1325,406,8139
"Anton Bentzen","67474","DK","Scandinavia",236,11,7,8,50,55,3265,210,4.83,"B 2.34",2037,1425,827,11903
"Alex Tacke","31847","DE","DE-AT-CH",115,3,9,7,67,18,2521,45,2.92,"A 3.06",2037,1337,260,7676
"David Barreto","70744","IT","Italy",170,19,5,8,46,45,2507,320,5.73,"B 2.53",2037,1200,91,7823
"Thomas Roth","63465","DE","DE-AT-CH",701,45,10,8,55,145,12176,449,4.31,"A 3.37",2037,1264,2306,38428
"Raúl García Campo","288207","ES","Iberia",11,4,2,2,80,6,161,69,1.85,"C 3.87",2037,1350,48,883
"Daniel Gilberg","29543","DE","DE-AT-CH",65,1,7,7,59,8,1059,14,3.75,"C 4.71",2036,1331,129,3843
"Mikko Vuorinen","20958","FI","Finland",34,1,5,5,64,10,618,36,2.59,"D 4.99",2036,1274,72,2191
"Joshua Jensen","30335","US","Atlantic",608,40,13,10,54,159,10488,624,4.9,"A 3.98",2036,1202,2560,32903
"Zachary Royall","205756","GB","UK and I",83,8,8,9,50,24,1526,140,5.55,"A 3.33",2036,1284,366,4158
"Maxime Paquette","60565","CA","Canada",135,20,7,6,58,33,2086,161,5.4,"B 3.44",2036,1370,195,7796
"Oscar A Lithgow","246553","DO","International Club",125,15,7,7,56,31,1584,188,6.1,"C 4.26",2036,1632,121,7024
"Douwe Verberne","154880","NL","Benelux",136,12,6,8,55,40,1897,202,4.72,"A 3.35",2036,1350,379,7417
"Javier Perez M.","176491","ES","Iberia",289,8,11,10,48,54,4865,113,6.19,"B 3.18",2036,1413,1025,13972
"Carlos Eduardo Amorim","143034","BR","Brazil",58,14,9,6,61,24,745,144,5.38,"C 2.29",2036,1350,46,3517
"Carlos Sancho","141385","ES","Iberia",80,5,8,7,51,17,1114,46,3.95,"B 4.84",2036,1350,136,4046
"Ben Walton","132162","US","California Club",211,19,8,7,40,36,2922,144,4.42,"A 3.29",2036,1120,239,8441
"Rodrigo Oliveíra","114132","BR","Brazil",112,3,9,9,52,23,2324,86,6.89,"A 4.62",2036,1349,457,5845
"Marco Oliveira2","103594","PT","Iberia",533,12,7,8,49,72,8785,249,5.31,"A 3.15",2036,1750,1290,26334
"Amit Biswas","72560","NZ","Australia/NZ",74,6,6,7,59,26,1175,132,5.61,"B 3.24",2036,1283,279,4357
"Gergo Baldi","73128","HU","Central-Eastern Europe",25,4,4,5,73,9,499,138,8.64,"D 3.06",2036,1350,6,1818
"Nick Beaver","74088","US","Midwest",123,13,9,7,46,29,1682,118,4.94,"A 3.64",2036,1303,252,5663
"Jeff Lockard","77383","US","Ohio",136,5,7,7,58,29,2461,133,6.05,"B 2.36",2036,1377,332,7826
"Enrico Pioch","54226","DE","DE-AT-CH",513,42,6,7,48,102,7919,738,8.14,"B 3.52",2036,1350,866,24573
"István Béry","64766","HU","Central-Eastern Europe",127,13,5,7,61,35,2291,298,5.39,"A 2.81",2036,1684,363,7686
"Carlos Garcia","26352","ES","Iberia",136,5,6,7,46,30,2352,224,4.67,"A 3.53",2036,1566,375,6193
"Pierre Hortulanus","219379","BE","Benelux",304,13,9,8,47,62,4561,190,6.53,"A 4.99",2035,1277,1007,14424
"Frank Fernandes","21450","US","Massachusetts",184,10,6,7,54,26,4216,119,4.57,"A 2.74",2035,1464,359,9968
"Maxime Massias","193417","FR","France",72,6,11,9,47,21,1567,60,4.78,"A 4.86",2035,1347,366,3407
"Kostas Drazdzius","227080","LT","Central-Eastern Europe",72,6,6,6,46,16,922,60,6.1,"C 2.34",2035,1204,33,3306
"Jens Lehmann","257802","DE","DE-AT-CH",89,12,8,9,51,30,1100,139,4.54,"B 2.63",2035,1380,565,4510
"Joshua Morgan2","161607","AU","Australia/NZ",84,10,5,7,53,21,1290,180,6.49,"B 2.11",2035,1618,220,4483
"Darren Ankney","99573","US","Ohio",365,6,8,9,62,55,7409,148,4.27,"A 2.50",2035,1386,1116,22807
"Maxim Leonovich","105593","RU","Central-Eastern Europe",494,34,7,8,45,89,7462,596,4.93,"A 2.19",2035,1410,642,22350
"Matthew Oake","110530","CA","Canada",440,41,8,7,49,95,6054,521,3.98,"A 4.44",2035,1350,937,21405
"Patrick Tibben","73110","CA","Canada",89,2,8,7,50,9,1756,30,6.52,"A 3.76",2035,1107,214,4406
"Peter Sheppard","46047","AU","Australia/NZ",53,3,7,6,64,15,904,38,3.62,"B 3.56",2035,1385,109,3388
"Matias de los Rios","41653","ES","Iberia",53,6,5,7,58,13,782,99,5.43,"C 3.77",2035,1608,90,3082
"Ashley Davey","35029","GB","UK and I",58,10,7,6,63,19,665,107,3.38,"D 4.48",2035,1285,0,3661
"Torsten Buehrle","36427","DE","DE-AT-CH",23,4,4,5,64,9,319,73,3.78,"C 2.56",2035,1377,6,1461
"Jamie C Cottier","37634","AU","Australia/NZ",56,2,8,7,61,5,1192,21,2.54,"A 4.60",2035,1459,110,3443
"Carter Wilson","39313","CA","Canada",193,8,8,7,54,37,3331,136,5.93,"A 4.53",2035,1360,491,10358
"John Battista","70508","US","Carolina",474,57,7,7,43,130,6135,647,4.04,"A 3.56",2035,1235,968,20398
"Matthias Koch","32972","DE","DE-AT-CH",88,4,12,10,63,14,1646,31,2.64,"A 4.44",2035,1636,279,5580
"Niles Jones","24278","US","Carolina",182,19,7,8,57,56,4423,390,3.8,"A 4.51",2035,1509,710,10380
"Maurizio Bagnoli","65837","IT","Italy",699,101,6,7,46,165,8817,752,4.84,"A 2.18",2035,1220,2064,32067
"Lex Van Moll","284857","NL","Benelux",27,9,5,4,60,9,369,40,5.48,"D 3.27",2035,1236,35,1630
"Julio Chacon","29586","US","Florida",198,4,8,8,53,18,4830,96,5.73,"A 3.41",2034,1578,413,10549
"Duncan Chard","209566","GB","UK and I",209,10,7,8,52,42,3184,269,6.08,"C 2.83",2034,1283,523,10774
"Daniel Kaps","261077","US","Mid-South",161,8,7,8,51,26,2120,94,3.97,"B 2.38",2034,1386,475,8234
"Lars Tischbein","132280","RU","Central-Eastern Europe",83,13,3,6,53,26,976,216,9,"D 1.40",2034,1314,0,4374
"Abel Moreno","157860","ES","Iberia",77,3,8,8,56,15,1089,62,4.74,"B 3.70",2034,1415,245,4334
"Célian Deleu","144223","FR","France",43,7,3,7,64,11,791,148,7.21,"B 2.48",2034,1350,126,2766
"Jason Robinson","35687","US","Pennsylvania",41,3,7,7,61,9,695,40,6.32,"B 2.76",2034,1580,62,2490
"Daniel Per-Erik Karlsson","80290","SE","Scandinavia",47,2,4,6,62,10,928,51,2.32,"A 3.53",2034,1261,6,2900
"Nathan Smith4","79349","US","Mid-South",161,15,8,8,61,49,2410,232,5.06,"B 3.27",2034,1290,424,9760
"Ben Maehrlein","41364","DE","DE-AT-CH",55,2,9,8,62,8,984,62,4.25,"A 3.76",2034,1388,85,3391
"Chris Jessop","38291","GB","UK and I",11,4,4,4,80,5,153,43,4,"D 3.77",2034,1453,3,880
"Kevin J Myers","37062","US","Ohio",204,12,8,7,45,45,2676,170,4.8,"B 2.56",2034,1499,298,9268
"Jeff Owens","119476","US","Indiana",57,5,8,9,55,16,1030,69,5.4,"B 2.32",2034,1481,223,3136
"David Juez","236960","ES","Iberia",331,13,8,9,42,68,4553,240,6.25,"B 3.42",2033,1350,1033,13973
"Marek Reinisch","27897","PL","Central-Eastern Europe",18,1,5,4,74,5,305,22,1.89,"D 4.80",2033,1245,63,1331
"Jan Bronee","25647","DK","Scandinavia",304,3,10,10,64,37,6978,30,5.14,"A 3.35",2033,1595,1022,19313
"Ross Madden","202512","GB","UK and I",210,7,9,10,47,48,3527,143,6.27,"A 3.01",2033,1351,836,9916
"Adam Bradshaw","18401","GB","UK and I",180,20,9,8,48,52,2494,305,4.31,"A 2.47",2033,1426,625,8596
"Jose Afonso","19287","PT","Iberia",287,5,9,9,70,56,6446,159,3.6,"A 4.96",2033,1357,940,20115
"Pavlos Vezirtzoglou","192469","AE","DE-AT-CH",119,13,7,7,45,32,1857,180,5.01,"A 1.21",2033,1093,517,5387
"Justin Lowery","16884","US","Carolina",176,14,9,7,62,38,3596,220,3.9,"B 2.35",2033,1221,455,10870
"Matt C Webb","262446","GB","UK and I",172,20,7,6,53,26,2587,73,3.16,"A 2.37",2033,1419,234,9201
"Ando Done","230204","IT","Italy",38,9,10,11,62,14,665,110,5.53,"B 3.65",2033,1305,140,2356
"Pablo Carboni2","256486","AR","Hispanoamérica",29,13,5,7,59,17,295,153,4.79,"D 3.44",2033,1350,46,1723
"Tim Abernethy","188372","AU","Australia/NZ",144,6,7,8,48,26,2031,83,6.08,"A 3.52",2033,1400,478,6975
"Timothy Hargrave","243439","US","Mid-South",290,6,13,11,55,65,5900,83,6.23,"A 3.27",2033,1350,1383,15989
"Eric Meadows-Jönsson","153704","SE","Scandinavia",98,2,10,9,60,16,1448,66,5.81,"B 3.32",2033,1350,334,5886
"Jean-Pierre Helpap","162396","DE","DE-AT-CH",63,10,5,7,48,22,809,142,6.14,"A 3.05",2033,1301,267,3011
"Tamas Feher2","123531","HU","Central-Eastern Europe",2830,435,5,6,53,725,39703,4587,6.81,"C 3.36",2033,1752,5835,150200
"Miguel Gonzalez2","99711","ES","Iberia",70,6,8,8,49,15,1000,89,5.37,"B 4.24",2033,1516,141,3443
"Isaac Jaen","284292","ES","Iberia",107,17,7,7,48,18,1286,57,5.34,"C 3.84",2033,1350,252,5140
"David Riley2","218989","US","Midwest",826,44,7,7,49,133,14240,555,4.51,"A 2.37",2032,1263,1793,40666
"Andreas Meindl","16939","DE","DE-AT-CH",105,8,9,8,65,22,1601,144,4.81,"A 2.30",2032,1432,302,6867
"Jamie George","275317","AU","Australia/NZ",55,2,11,8,57,9,1015,23,4.78,"B 3.62",2032,1300,197,3127
"Haritz Odriozola Olalde","187206","ES","Iberia",103,9,7,8,51,23,1835,156,7.2,"A 2.35",2032,1247,230,5330
"John Ross2","164492","US","Great Plains",164,7,8,9,54,43,2532,97,4.8,"A 2.22",2032,1350,839,8809
"Steven Hope","19889","CA","Canada",102,5,6,6,65,20,1479,67,3.84,"C 3.63",2032,1600,152,6611
"Marco Klaaby","37213","DK","Scandinavia",36,4,4,5,59,10,588,89,3.75,"D 4.57",2032,1276,0,2122
"Daniel Meier","30141","DE","DE-AT-CH",89,8,7,7,61,21,1333,106,6.01,"A 2.51",2032,1775,249,5387
"Sergio R Garcia","67487","AR","Iberia",1032,64,8,8,67,207,20198,510,7.49,"A 3.31",2032,1626,2452,69103
"Rolf Mueller","68296","DE","DE-AT-CH",255,15,9,11,45,76,4415,299,6.35,"B 3.48",2032,1277,1558,11356
"Pedro Mourao","96918","PT","Iberia",68,6,4,5,56,17,1303,216,7.97,"C 2.23",2032,1285,2,3797
"Samuel Fernandez Fernandez","282494","ES","Iberia",28,2,5,5,59,10,364,37,3.39,"C 3.61",2031,1350,63,1665
"Jacob Jørgensen","32715","DK","Scandinavia",769,54,7,7,73,180,13680,1023,4.63,"A 2.37",2031,1183,737,56065
"Zachary Latimer","15145","US","Northwest",81,3,9,9,61,13,1639,27,4.78,"A 4.01",2031,1588,220,4904
"Chris Kuenning","16249","US","Michigan",165,9,10,8,50,39,2814,146,5.09,"A 4.31",2031,1413,508,8220
"Diego Valín","192505","ES","Iberia",58,12,5,9,58,20,802,201,4.92,"B 2.93",2031,1531,240,3442
"Diego Pérez","247346","ES","Iberia",224,11,8,8,53,36,3542,106,5.35,"A 3.44",2031,1294,526,11819
"Daniel Petko","44363","SK","Central-Eastern Europe",175,21,7,8,41,36,2835,312,7.64,"A 2.68",2031,1477,494,7253
"Rafel García","189853","ES","Iberia",198,9,9,10,54,48,4097,362,5.36,"A 1.25",2031,1281,736,10889
