DRIVER,CUSTID,LOCATION,CLUB_NAME,STARTS,WINS,AVG_START_POS,AVG_FINISH_POS,AVG_POINTS,TOP25PCNT,LAPS,LAPSLEAD,AVG_INC,CLASS,IRATING,TTRATING,TOT_CLUBPOINTS,CHAMPPOINTS
"Michal Kolencík","147854","CZ","Central-Eastern Europe",65,9,5,6,51,22,727,116,7.43,"D 2.64",2031,1350,8,3321
"Graham W Stephen","119803","ZA","International Club",33,5,6,5,59,9,482,48,6.12,"C 2.60",2031,1485,22,1937
"Tommi Jaakonsaari","91413","FI","Finland",363,27,7,8,51,108,5091,668,5.65,"C 2.61",2031,1359,1497,18505
"SeGwon Jung","72030","KR","International Club",22,4,4,5,68,11,422,87,4.09,"C 3.24",2031,1350,46,1500
"Laurent Cantore","248246","FR","France",264,10,8,9,48,50,4424,145,5.05,"A 3.45",2031,1321,673,12589
"Luis Sanchez Ramade","228898","ES","Hispanoamérica",259,10,11,10,54,49,4224,212,5.55,"A 2.26",2030,1306,1099,13993
"Jaroslav Sujansky","24544","SK","Central-Eastern Europe",136,2,8,8,54,16,3492,71,5.71,"A 3.44",2030,1173,318,7404
"Bob Beltrami","17349","US","California Club",114,1,7,5,61,7,2641,1,1.5,"A 4.99",2030,1516,243,6996
"Sten Luyckx","190966","BE","Benelux",177,4,10,10,58,26,2608,65,5.33,"A 2.15",2030,1656,581,10224
"Roman Borsuk","18078","RU","Central-Eastern Europe",76,20,3,6,63,28,1069,413,6.33,"C 3.18",2030,1395,233,4766
"Fran Sanchez","214679","ES","Iberia",204,22,9,12,55,55,4568,474,9.58,"B 2.31",2030,1134,1111,11171
"Ilmari Salmi","176192","GB","UK and I",12,4,6,3,82,7,136,43,5.17,"D 2.81",2030,1350,1,987
"Merlin Böddecker2","286202","DE","DE-AT-CH",17,8,4,4,71,11,214,89,6.65,"D 2.58",2030,1350,33,1212
"PJ Gaudie","121714","US","New England",224,8,9,9,53,27,4456,128,4.96,"A 3.39",2030,1209,455,11844
"Lubomir Zukowski","92035","PL","Central-Eastern Europe",46,5,5,6,57,12,823,110,6.22,"D 3.32",2030,1287,0,2609
"Davide Cisterna","84497","IT","Italy",140,4,7,7,64,28,2918,95,4.81,"A 2.50",2030,1452,379,8901
"Sebastian Mach","100957","DE","DE-AT-CH",363,36,5,7,60,98,5896,692,5.54,"A 2.27",2030,1580,649,21813
"Christopher Butcher","74372","GB","UK and I",209,56,9,7,40,81,2327,742,6.17,"C 3.13",2030,1258,283,8320
"Zach Leonhardi","83087","US","Georgia",237,25,9,8,42,66,3664,401,7.85,"B 2.34",2030,1330,619,9976
"Chris Halliday","94312","CA","Canada",34,4,6,5,59,10,832,68,5.56,"A 4.47",2030,1449,31,2000
"Alben Boles","50234","US","Carolina",60,2,6,6,57,8,943,37,2.93,"D 4.90",2030,1278,2,3424
"Luke Betts","75178","AU","Australia/NZ",955,73,9,9,44,244,16059,1556,6.11,"B 2.36",2030,1217,3435,41833
"Dr. Hartmann Norbert","37868","HU","International Club",115,6,7,7,59,16,1698,90,4.09,"B 2.63",2030,1712,188,6750
"Peter Dempsey","47292","US","Illinois",231,36,6,7,56,87,3156,609,7.6,"C 2.45",2030,1378,258,13001
"Elizabeth Mercury","29930","US","California Club",55,10,5,5,72,16,956,171,3.64,"D 4.17",2030,1285,76,3965
"Robert Wegter","21782","NL","Benelux",853,31,10,7,50,109,16082,333,4.49,"A 3.57",2030,1516,1508,42510
"Adam Crepin","42167","US","Great Plains",210,14,8,8,59,51,3861,347,5.27,"A 2.12",2030,1851,660,12327
"Sascha Vogt","199851","DE","DE-AT-CH",70,0,7,8,50,6,2144,16,5.2,"A 4.99",2030,1330,243,3731
"German Fangio","282741","AR","Hispanoamérica",44,14,6,6,53,22,375,186,5.48,"C 3.53",2029,1350,243,2311
"Oliver Hoenersch","19697","NL","West Europe Club",347,50,6,6,64,95,6136,886,4.61,"C 4.27",2029,1600,1058,22347
"David Jimenez Gasco","228521","ES","Iberia",32,8,6,5,68,12,283,71,7.16,"D 2.07",2029,1350,0,2178
"Jukka Koponen2","54642","FI","Finland",42,5,5,5,59,13,541,90,4.67,"D 3.34",2029,1292,0,2471
"Marc Tormo","260561","ES","Iberia",185,17,5,6,36,50,2214,208,4.61,"C 4.60",2029,1289,226,6742
"Miha Novsak","211733","SI","Central-Eastern Europe",172,12,8,8,52,28,2601,135,4.57,"B 3.30",2029,1380,439,8918
"Florian Röttenbacher","173346","DE","DE-AT-CH",40,6,5,7,61,16,635,84,6.23,"B 2.12",2029,1296,179,2440
"Carson Hocevar","141337","US","Michigan",132,6,9,7,45,21,2037,48,4.56,"C 2.11",2029,1268,208,5889
"Jose Luis Lopez Abellan","121856","ES","Iberia",1108,89,6,9,42,294,13810,1765,5.85,"B 2.65",2029,1427,3285,46609
"Daniel Johnson","99740","US","Texas",32,5,7,7,62,12,670,125,4.79,"A 4.75",2029,1521,38,1968
"Martial Vaxelaire","125545","FR","France",448,18,8,8,43,65,8031,274,6.51,"A 4.34",2029,1673,1177,19285
"Darren Harding","104273","GB","UK and I",152,2,10,8,52,18,2537,32,3.08,"C 4.86",2029,1304,349,7907
"John Rees","34648","GB","UK and I",103,10,8,7,52,28,1399,185,5.23,"B 2.83",2029,1653,271,5407
"Dave Kirkman","39152","GB","UK and I",81,4,10,9,55,14,1319,30,4.86,"A 2.46",2029,1407,268,4463
"Miguel Villagomez Vera","68255","EC","International Club",113,25,6,7,57,39,2080,782,9.68,"B 2.48",2029,1358,304,6427
"Nick Catsburg","19662","NL","West Europe Club",25,14,2,5,60,15,228,185,4.8,"D 3.05",2029,1326,125,1507
"Juho Koskinen","19826","FI","Finland",66,11,5,6,61,19,1258,277,4.06,"B 2.96",2029,1372,186,4012
"Goe Stettler","18019","CH","DE-AT-CH",19,7,5,5,72,8,262,73,2.16,"C 4.95",2029,1494,81,1359
"Eric Lalancette","18085","CA","Canada",17,5,3,4,71,7,311,99,2.53,"B 2.94",2028,1705,60,1215
"Rocky Calabrese","20776","US","California Club",34,13,4,5,68,16,427,176,3.03,"C 2.94",2028,1299,147,2311
"Rolf Zanga","169479","CH","DE-AT-CH",137,9,7,8,50,39,1650,101,4.78,"A 4.99",2028,1283,539,6888
"Brad Lynn","176067","US","Michigan",487,34,7,8,49,93,8091,684,4.39,"A 4.44",2028,1207,1050,24219
"Bartłomiej Mirecki","243016","PL","Central-Eastern Europe",29,9,7,5,60,14,282,69,6.93,"C 2.43",2028,1282,39,1747
"Benjamin Nelson2","151476","US","Carolina",30,7,5,5,64,11,475,100,3.6,"B 4.23",2028,1464,99,1909
"Karlo Stulic","140682","DE","Central-Eastern Europe",75,11,7,7,49,22,1096,157,5.76,"A 2.77",2028,1398,276,3638
"Doc Stout","140153","US","Virginias",238,11,6,6,56,35,4267,58,2.46,"A 4.99",2028,1181,717,13323
"Marcelo Ramos Zanatta","140973","BR","Brazil",699,20,13,10,48,96,10638,253,5.34,"A 1.73",2028,1277,2203,33380
"Christian Hengge","133623","DE","DE-AT-CH",116,7,8,6,48,16,2350,13,3.35,"A 4.17",2028,1359,367,5591
"Dirk Boersma","146306","NL","Benelux",424,4,10,10,58,42,6848,73,3.81,"A 4.81",2028,1169,1254,24387
"Monte Small","98987","US","Texas",40,3,9,6,57,16,657,46,6.45,"B 2.59",2028,1382,63,2267
"Alex Ethier","134265","US","Midwest",28,1,6,5,57,11,495,41,3.68,"A 4.54",2028,1400,117,1606
"Bernd Hohensinger","91000","AT","DE-AT-CH",230,10,10,8,52,35,4269,202,5.03,"A 3.22",2028,1361,481,12063
"Harrison Linn","259273","US","Texas",41,4,7,7,58,12,989,98,3.74,"A 3.29",2028,1369,234,2374
"Andreas Simon","65236","DE","DE-AT-CH",64,14,7,7,53,24,973,279,4,"B 3.36",2028,1445,139,3373
"Aleksey Bogdanov","213192","RU","Central-Eastern Europe",27,12,3,5,59,15,313,83,3.96,"D 4.41",2028,1350,40,1583
"Iván Bolaños Blanco2","211233","ES","Iberia",137,2,10,9,51,23,2691,36,4.18,"A 3.54",2027,1235,576,6970
"Duncan Smith","24354","AU","Australia/NZ",354,13,10,8,69,54,7508,121,2.25,"A 3.74",2027,1755,975,24294
"Cooper Van Beek2","246079","CA","Canada",56,4,7,7,54,15,832,60,4.93,"B 3.49",2027,1350,228,3005
"Sebastian Unkart","214594","DE","DE-AT-CH",16,5,7,5,72,8,234,72,4.5,"C 3.48",2027,1271,0,1146
"Pablo Castro","251855","ES","Iberia",90,3,6,7,54,21,1454,57,7.08,"C 3.27",2027,1350,109,4840
"Rhys Osborne","156504","GB","UK and I",41,6,9,6,60,9,541,72,3.95,"A 2.33",2027,1363,88,2451
"Kevin Endermann","66810","DE","DE-AT-CH",155,15,9,7,48,33,2960,425,4.77,"A 3.40",2027,1275,547,7464
"Tyler Trisler","137027","US","Mid-South",110,10,5,7,50,21,1633,113,6.98,"B 2.20",2027,1594,280,5515
"Harri Hänninen","131761","FI","Finland",77,10,8,7,58,16,1218,115,5.23,"A 2.74",2027,1364,126,4469
"Christopher J. Thomas","101092","US","Carolina",100,7,7,6,56,22,1567,108,4.88,"D 4.64",2027,1350,0,5581
"David Lopez","60408","ES","Iberia",96,6,9,8,57,18,1749,68,6,"A 2.62",2027,1364,266,5471
"Veit Ritter2","34036","DE","DE-AT-CH",30,3,7,5,61,8,429,54,2.6,"D 4.99",2027,1268,11,1842
"Luigi Biangardi","39172","US","Illinois",38,2,7,5,60,9,517,31,5.45,"D 3.48",2027,1600,0,2264
"Michael J Taylor","173438","GB","UK and I",767,27,7,8,42,116,11131,401,6.28,"A 3.72",2027,1884,1859,32082
"Ayush Sharma","219491","US","California Club",31,13,4,8,63,18,355,167,4.1,"B 2.24",2026,1317,211,1951
"Thierry Simon","201304","FR","France",153,7,10,11,62,34,3392,178,5.24,"A 3.36",2026,1393,1027,9467
"Rikka Takanashi","209598","US","California Club",60,7,10,7,51,8,1126,10,5.13,"A 3.61",2026,1350,98,3085
"Joffrey Laberche","212305","FR","France",182,6,10,9,49,41,3450,94,5.26,"B 1.49",2026,1293,711,8971
"Stuart Thorp","17105","AU","Australia/NZ",112,4,7,6,62,14,2043,98,2.59,"A 4.68",2026,1391,187,6918
"David Attia","54538","GB","UK and I",337,23,7,7,49,71,5378,358,3.99,"A 2.49",2026,1635,633,16475
"Yann Bianchi","221984","BE","Benelux",35,5,6,5,54,14,450,28,4.06,"C 3.74",2026,1338,109,1877
"Daniel Ziegler","174605","DE","DE-AT-CH",155,19,7,11,50,53,2216,392,6.04,"A 4.99",2026,1290,1050,7837
"Hyung-Woo Jung","158803","KR","Asia",173,3,5,6,59,26,2352,52,5.69,"C 2.59",2026,1282,18,10168
"Xabier Perez Gomez2","159638","ES","Iberia",252,4,10,10,52,39,4961,75,4.81,"A 3.42",2026,1350,965,13186
"Mateusz Mycio","132406","PL","Central-Eastern Europe",56,15,5,7,59,22,701,302,8.5,"C 2.17",2026,1301,114,3308
"Aaron Drury","82463","AU","Australia/NZ",212,9,7,8,48,44,2857,136,5.92,"B 1.24",2026,1242,704,10161
"Javier Calvo Martinez","86299","ES","Iberia",191,16,4,6,54,46,2863,295,8.82,"C 2.43",2026,1268,4,10295
"Michael Epps","84419","GB","UK and I",259,70,7,6,86,139,3319,820,6.27,"D 2.64",2026,1453,766,22285
"Mike Sterling","76711","US","New Jersey",427,27,7,6,44,46,7470,130,5.98,"B 3.46",2026,1697,688,18615
"David R Schulz","41297","AU","Australia/NZ",136,33,5,6,58,55,1730,491,5.19,"C 2.59",2026,1416,169,7944
"Jody Wilkins","258073","GB","UK and I",350,37,9,10,41,110,3465,444,6.62,"C 3.27",2026,1350,1933,14204
"Darryn Reed","63256","AU","Australia/NZ",141,3,9,8,57,23,2950,52,6.48,"B 2.15",2025,1246,332,8102
"Andrew Humphrey","19817","US","Mid-South",268,33,5,6,56,81,3945,571,3.96,"B 3.74",2025,1525,813,15137
"Hakan Guven","268487","TR","International Club",60,6,6,6,58,13,711,54,7.78,"D 2.53",2025,1350,0,3469
"Alejandro Del Castillo","217529","ES","Iberia",359,11,9,10,52,65,5549,163,5.42,"A 2.06",2025,1613,1159,18675
"Adam Ambrose","263700","GB","UK and I",38,4,6,5,53,13,505,45,6.47,"C 3.45",2025,1350,104,2020
"Preston Perlmutter","143337","US","Texas",958,114,8,9,58,275,12562,1737,5.05,"B 3.13",2025,1389,2758,55566
"Jacky Lotterman","162225","NL","Benelux",644,110,7,8,40,184,7393,1694,5.97,"B 1.68",2025,1350,2353,25473
"Garth Gastmeier","132756","CA","Canada",198,10,9,9,46,34,2881,150,4.03,"A 2.76",2025,1443,611,9031
"Edison Cury Neto","155686","BR","Florida",510,45,10,9,45,110,7027,581,5.55,"A 4.77",2025,1424,1559,23195
"Joseph Startin","120703","GB","UK and I",142,28,8,8,42,45,1642,318,3.92,"A 3.02",2025,1358,427,5965
"Dean Canto","75270","AU","Australia/NZ",119,21,6,6,49,35,1985,426,10.48,"C 2.12",2025,1299,111,5859
"Kyle Putz","95111","US","Midwest",60,4,9,6,53,14,1265,64,4.12,"A 2.90",2025,1273,152,3198
"Yanakorn Siriyeum","46737","TH","Asia",82,6,10,7,54,17,1047,67,5.18,"A 2.69",2025,1453,134,4456
"Tomi Virtanen","73230","DE","Finland",149,9,7,8,50,26,2745,121,5.39,"A 3.63",2025,1399,269,7423
"Darren Kirk","76001","GB","UK and I",102,5,9,9,48,18,1970,42,5.45,"A 2.48",2025,1189,270,4913
"Christopher Weicht","38583","DE","DE-AT-CH",109,10,9,7,57,23,1842,107,5.61,"B 2.00",2025,1288,190,6215
"Alexandre Portes","28769","BR","Brazil",296,42,5,7,69,114,4929,978,3.5,"A 2.60",2025,1785,1346,20321
"Justin Wilson","15159","US","West",21,3,6,7,68,7,354,58,4.71,"A 2.78",2025,1547,71,1427
"Maxime Demetz","238129","FR","France",35,2,5,5,60,7,505,39,3.46,"C 3.75",2024,1399,11,2084
"Raoni Wenzel","208209","DE","DE-AT-CH",230,22,9,10,54,54,2969,172,4.34,"A 4.99",2024,1292,708,12506
"Stephen Bacchus","16675","GB","UK and I",352,18,8,9,53,47,7105,85,5.24,"A 3.43",2024,1146,1003,18487
"Kenneth Batley","256516","GB","UK and I",278,7,7,7,47,41,3889,67,4.72,"D 4.51",2024,1326,277,12991
"Ruben Correa Alves","175710","NL","Benelux",43,1,9,7,58,9,725,19,6.65,"C 2.86",2024,1269,76,2484
"Marius Carey","33171","GB","UK and I",61,2,5,6,48,12,1129,71,2.48,"A 4.50",2024,1247,0,2922
"Giorgos Manousakis","110335","GR","International Club",38,7,8,10,64,14,775,139,4.37,"A 2.74",2024,1347,158,2417
"Richard Oldham","90120","GB","UK and I",72,2,9,9,54,19,1168,22,4.1,"A 3.48",2024,1844,377,3883
"Rod Dagneau","59085","CA","Canada",414,23,6,6,39,58,6331,225,4.19,"B 4.99",2024,1258,630,16315
"Peter Bagi","44183","HU","Central-Eastern Europe",164,18,4,6,59,45,2238,223,6.58,"D 2.58",2024,1290,65,9676
"Dario Jagar","46050","HR","Central-Eastern Europe",183,5,8,7,57,16,3784,8,1.78,"A 4.71",2024,1583,329,10465
"Sebastien Chevalier","176500","FR","France",230,5,10,10,50,47,4369,89,7.07,"A 3.29",2024,1412,879,11525
"Krzysztof Cierkowski","61136","PL","Central-Eastern Europe",28,5,3,4,60,8,555,118,4.64,"D 4.60",2023,1292,30,1683
"James Locke","29291","US","New England",40,5,6,6,64,8,687,46,3.23,"C 4.38",2023,1336,105,2550
"Rodney Dangri","29478","AU","Australia/NZ",126,3,7,6,51,12,2079,53,6,"B 2.29",2023,1383,124,6478
"David Wattecamps","192816","BE","Benelux",324,7,10,10,40,48,5715,197,6.52,"A 3.45",2023,1265,1101,12798
"Denis Kotlov","228495","RU","Central-Eastern Europe",273,19,7,6,44,47,3367,245,6.07,"C 3.42",2023,1178,278,12106
"Mathew Simmons","255965","AU","Australia/NZ",130,21,7,9,55,43,1232,218,4.17,"A 2.59",2023,1784,508,7158
"Jason Withrow","255776","US","Great Plains",277,6,12,10,50,39,5247,34,3.37,"A 3.83",2023,1250,1030,13798
"Thomas Diaz2","263274","ES","Iberia",43,3,7,6,62,11,638,80,6.12,"D 3.15",2023,1350,71,2682
"Valerio Viscardi","148315","IT","Italy",33,1,5,6,62,6,500,5,2.85,"C 4.99",2023,1586,110,2043
"Fred Fonseca","151674","BR","Brazil",380,27,7,6,59,84,5236,316,5.11,"C 2.43",2023,1403,35,22295
"Thomas Kühn","139605","DE","DE-AT-CH",45,5,8,7,59,10,700,68,5.82,"C 3.45",2023,1350,36,2636
"Andreas Stein","103275","DE","DE-AT-CH",234,15,6,7,43,48,3836,291,7.16,"C 3.48",2023,1360,502,10091
"Marek Skrzypczyk","105035","PL","Central-Eastern Europe",318,22,7,9,45,68,5496,546,8.65,"C 2.29",2023,1502,1064,14293
"Santi Mora","51186","ES","Iberia",40,3,9,6,59,13,791,17,4.65,"D 4.53",2023,1333,0,2376
"Anthony Donahue","60175","US","Virginias",334,31,6,6,52,34,5794,128,3.01,"B 4.99",2023,1301,466,17373
"Alberto Alcaraz","76000","NL","Benelux",625,28,10,8,47,115,8438,412,5.55,"A 3.32",2023,1486,1658,29633
"Keenan Harris","52795","CA","Canada",107,25,7,8,57,39,1612,533,5.94,"C 2.58",2023,1671,415,6114
"Peter Stubics","37216","AT","DE-AT-CH",115,4,9,8,59,20,2282,51,4.7,"A 2.19",2023,1288,351,6818
"Adam Stayton","26183","US","Midwest",16,6,3,4,73,9,190,93,2.44,"D 3.81",2023,1358,63,1165
"Otto Icso","61903","HU","Central-Eastern Europe",13,8,1,4,76,8,242,152,7.54,"D 2.65",2023,1300,0,991
"Robert Warner","68056","US","New England",86,10,8,7,49,22,1630,177,7.01,"B 2.44",2022,1320,193,4228
"Johann Martin2","266011","FR","France",47,6,9,8,56,16,428,55,4.19,"C 3.72",2022,1301,59,2619
"Michael Paradiso","31677","US","California Club",161,2,8,6,59,19,2876,50,4.94,"D 4.82",2022,1378,54,9423
"Vincenzo Marchiafava","232959","BE","Benelux",140,5,8,9,46,26,2208,120,4.71,"A 3.34",2022,1299,516,6493
"Mark Bresnan","267133","GB","UK and I",146,2,11,11,54,23,3019,26,5.48,"A 2.31",2022,1257,675,7907
"Tom Whitfield","247728","US","Texas",69,6,8,9,53,16,830,68,4.29,"B 2.77",2022,1350,146,3662
"Jonatan San Emeterio Revuelta","200790","ES","Iberia",97,8,8,7,57,24,1246,118,4.08,"A 2.75",2022,1360,254,5507
"Louis Hopgood","168431","AU","Australia/NZ",543,73,5,8,44,146,7055,1456,7.97,"C 2.21",2022,1343,791,23745
"Takeshi Kita","243642","CL","Hispanoamérica",206,6,9,8,45,32,4089,143,4.88,"A 4.41",2022,1287,558,9327
"Colin Fleming2","175180","US","New England",65,17,7,6,64,27,792,288,9.09,"D 2.08",2022,1285,0,4168
"Colin Richards","180469","FR","France",123,5,10,10,60,27,2401,35,4.02,"B 2.10",2022,1545,645,7360
"Steve MacCord","180769","BE","Benelux",166,14,7,10,41,52,2120,226,5.47,"A 4.06",2022,1550,890,6850
"Steve Walker","157863","GB","UK and I",31,10,4,4,60,10,397,26,7.03,"C 2.08",2022,1278,50,1853
"Robert Mueller","155854","US","Midwest",89,7,8,7,50,21,1401,90,5.15,"A 2.57",2022,1304,166,4431
"Philip Matheson","90560","US","California Club",210,11,7,10,46,46,3827,242,8.89,"A 2.15",2022,1844,820,9673
"Antonio McCartney","108384","US","Virginias",350,39,7,7,43,79,4758,544,5.99,"A 2.42",2022,1104,353,15067
"Ryan Littlemore","93943","GB","UK and I",508,52,9,10,55,137,9048,1337,5.98,"A 2.79",2022,1567,2385,27713
"Jan von Kiedrowski","95464","DE","DE-AT-CH",203,34,6,5,61,43,3558,312,6.44,"B 2.53",2022,1976,392,12369
"Benjamin Swarey","21544","US","Virginias",37,4,8,5,61,5,885,51,1.35,"A 4.99",2022,1313,66,2249
"Jordi Clara","39405","ES","Iberia",16,3,5,5,78,6,224,60,4.56,"D 2.65",2022,1600,0,1246
"Trevor Geffroy","29470","AU","Australia/NZ",26,4,3,4,66,11,420,86,5.15,"D 3.47",2022,1600,56,1725
"Bjoern Saxe","25317","DE","DE-AT-CH",70,5,7,6,60,13,1152,104,3.47,"A 3.41",2022,1871,142,4186
"Scott Temple","66766","ZA","International Club",102,16,7,6,48,25,1637,312,5.34,"B 2.44",2022,1232,79,4909
"Marcel Offermans","15695","NL","Benelux",294,11,9,7,54,42,4641,80,5.23,"B 4.98",2022,999,624,15751
"Matthew Turner3","233247","GB","UK and I",48,5,6,7,59,15,632,30,2.5,"B 4.71",2021,1335,205,2816
"Maurice Richter","19074","DE","DE-AT-CH",71,4,7,7,52,18,1349,66,5.23,"A 2.75",2021,1551,173,3673
"Niall McEvoy2","61771","IE","Celtic",33,8,4,5,64,13,492,164,5.21,"D 3.60",2021,1350,0,2109
"Hans-Bodo Kohl","252497","AT","DE-AT-CH",55,12,8,9,54,18,1164,268,6.78,"B 2.86",2021,1717,336,2986
"Raúl Palacio","200430","ES","Iberia",150,7,9,9,55,34,1963,151,4.07,"A 2.30",2021,1344,614,8271
"Johan Åberg","166772","SE","Scandinavia",12,5,3,4,84,8,198,46,3.67,"C 2.89",2021,1387,95,1012
"Guillaume van der Panne","144230","NL","Benelux",42,1,11,8,60,7,511,13,3.05,"A 4.32",2021,1550,101,2510
"Michael Clemente","109094","US","California Club",89,14,6,6,43,25,1529,251,3.94,"A 2.23",2021,1249,154,3839
"Kris Kelley","135859","US","Virginias",20,6,6,5,68,9,391,119,4.5,"B 2.45",2021,1636,63,1360
"Erik Otteblad","105982","SE","Scandinavia",131,11,6,6,56,33,2428,218,8.04,"D 2.04",2021,1350,17,7299
"Luis Espigares","82827","ES","Iberia",88,5,6,7,59,23,1386,99,3.94,"B 2.47",2021,1779,259,5197
"Chris Wetz","91869","US","Texas",145,22,6,7,48,38,2515,258,5.14,"B 2.37",2021,1350,339,7002
"Yun Min Choi2","102744","KR","Asia",754,77,7,8,49,182,10002,1263,7.35,"B 3.51",2021,1603,1353,36583
"Marcus Adams","21069","GB","UK and I",52,11,5,7,54,20,764,241,5.98,"C 2.84",2021,1333,244,2783
"Linus Brostrm","63300","SE","Scandinavia",123,12,9,8,53,31,2035,107,6.72,"B 4.99",2021,1276,303,6541
"Matthew D Billings","204588","US","Northwest",135,10,6,8,47,29,1772,156,4.45,"A 2.17",2021,1214,398,6361
"Robert K Joramo","270858","NO","Scandinavia",15,3,5,4,71,7,211,32,4.33,"C 3.48",2020,1337,61,1063
"Corey J Ott","264193","AU","Australia/NZ",290,14,12,9,46,60,4459,120,5.94,"A 1.98",2020,1328,1090,13412
"Freddy Rasschaert","246965","BE","Benelux",210,6,7,7,43,31,3438,144,3.78,"A 3.42",2020,1517,491,9022
"Gregory Jones2","214870","US","New England",69,2,8,8,54,9,949,35,4.17,"C 4.64",2020,1350,169,3710
"Pascal Stua","169510","FR","France",49,5,4,6,64,16,574,65,4.02,"C 2.55",2020,1398,0,3154
"Jonas Domingos Fuhr","66981","BR","Brazil",104,1,10,8,55,11,2942,9,5.4,"A 2.65",2020,1446,196,5688
"Simon D Chambers","154771","AU","Australia/NZ",354,14,9,8,35,60,4866,205,7.36,"B 2.42",2020,1116,876,12395
"Cody Wenzen","126023","US","Midwest",204,18,8,7,45,38,3725,325,4.67,"A 1.72",2020,1415,406,9271
"Mike R Johnson","75942","US","Mid-South",199,12,8,8,57,44,5594,162,7.56,"A 2.56",2020,1268,532,11440
"Ricardo Rosa","55717","BR","Brazil",138,18,5,6,54,32,2259,434,8.53,"D 2.42",2020,1282,0,7422
"Hannes Pitkänen","132727","FI","Finland",221,8,8,9,44,49,4511,306,8.37,"A 2.14",2020,1229,608,9668
"Andreas Luther","237223","DE","DE-AT-CH",209,4,10,9,48,37,2971,11,4,"A 4.99",2019,1328,871,10124
"Pete Stodola","61241","US","Michigan",63,7,8,6,67,18,1050,96,4.59,"A 2.67",2019,1470,125,4201
"Shuji Aratani","17241","JP","Asia",337,54,5,5,80,124,6464,1006,3.57,"B 4.99",2019,1979,1212,26924
"Paul Rowell","275888","GB","UK and I",31,4,8,6,58,6,447,45,2.58,"C 4.70",2019,1350,93,1797
"Filipe Correia","187141","PT","Iberia",1278,114,6,6,71,411,15176,1546,6.89,"D 2.59",2019,1350,139,90313
"James Fearn","35914","CA","Canada",26,2,10,8,74,6,421,10,2.04,"A 2.88",2019,1685,72,1912
"Aaran Lewis","144974","GB","UK and I",323,33,10,9,50,72,4713,351,6.09,"A 2.59",2019,1518,1185,15999
"Justin Muncill","107384","US","California Club",63,2,8,8,57,18,1049,56,5.68,"C 2.69",2019,1262,58,3587
"Michael Hall4","80591","GB","UK and I",425,52,9,8,49,115,6185,752,5.21,"A 3.05",2019,1313,1390,20779
"Sunday Awoniyi","48745","CA","Canada",25,7,4,5,62,10,492,171,4.56,"B 2.54",2019,1289,1,1551
"David Garrido Guerrero","160747","ES","Iberia",168,5,9,9,54,29,2837,84,4.4,"A 4.79",2019,1662,511,9067
"Reinhard Sandtner","222133","AT","DE-AT-CH",302,2,10,10,45,53,5165,28,5.37,"A 4.57",2018,1442,1289,13659
"Matthew Macken","193669","AU","Australia/NZ",52,5,8,6,57,19,779,118,6.06,"A 2.08",2018,1608,160,2982
"Marijn Thielen","204657","BE","Benelux",123,14,5,8,42,29,1680,305,5.48,"A 3.42",2018,1927,601,5123
"Andrew Burke2","186504","US","Ohio",41,4,7,8,58,14,662,88,6.05,"B 2.65",2018,1262,169,2397
"Gillis Haasnoot","242784","NL","Benelux",150,10,9,9,43,34,2272,128,6.69,"A 2.17",2018,1283,417,6507
"Bojan Jovanovic","115798","AT","DE-AT-CH",121,10,5,7,57,28,1727,159,5.73,"B 2.59",2018,1615,101,6919
"RAEL Vorilhon","22787","US","Florida",149,18,4,6,61,43,2242,421,5.38,"B 2.22",2018,1268,424,9096
"Henri Toivonen","88421","FI","Finland",220,13,8,8,52,47,3566,168,6.88,"B 2.34",2018,1492,726,11469
"Rodrigo de O Novaes","77030","BR","Brazil",45,11,3,4,67,17,820,82,6.49,"D 3.31",2018,1400,39,2993
"Benjamin Hunter","73658","GB","UK and I",113,2,12,10,62,23,2092,29,5.9,"B 2.39",2018,1280,488,7057
"Michael Stagg","26382","NZ","Australia/NZ",13,3,3,4,76,7,191,77,2.77,"D 3.81",2018,1303,52,994
"Pierre Bourdon","36204","CA","Canada",3190,125,7,9,67,679,59438,3013,5.75,"A 3.45",2018,1559,11070,212782
"Sven Schiemann","127612","DE","DE-AT-CH",396,17,10,8,70,70,5972,180,4.9,"A 2.85",2018,1350,573,27659
"Claudia Tellechea","239770","AR","Hispanoamérica",310,15,9,9,49,56,4574,227,6.04,"C 3.41",2017,1386,840,15236
"Dustin McGrew","15571","US","Pennsylvania",155,22,8,8,71,48,2458,246,4.15,"B 2.47",2017,1538,663,10993
"Felix Lacher","180329","DE","DE-AT-CH",187,14,7,8,59,43,2695,136,6.79,"B 2.48",2017,1449,349,11017
